action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,24992680,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'DOSE', 'standard_units': 'microM', 'standard_value': '4.0', 'text_value': None, 'type': 'DOSE', 'units': 'microM', 'value': '4.0'}]",CHEMBL5230463,Antiviral activity against HCoV-229E assessed as reduction of viral RNA level at 4 uM,F,,,BAO_0000190,BAO_0000218,organism-based format,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,,,CHEMBL5230087,J Med Chem,2020,,CHEMBL217092,SARACATINIB,CHEMBL217092,5.29,0,http://www.openphacts.org/units/Nanomolar,3908161,=,1,1,=,,IC50,nM,,5100.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,5.1
,,24992690,[],CHEMBL5230472,Antiviral activity against HCoV-229E infected in human Huh-7 cells assessed as reduction in viral replication,F,,,BAO_0000188,BAO_0000218,organism-based format,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,,,CHEMBL5230088,Eur J Med Chem,2020,,CHEMBL4065616,REMDESIVIR,CHEMBL4065616,7.62,0,http://www.openphacts.org/units/Nanomolar,3908187,=,1,1,=,,EC50,nM,,24.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.024
,,25004736,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '24.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '24.0'}]",CHEMBL5234336,Antiviral activity against hCoV-229E expressing GFP infected in human Huh-7 cells assessed as reduction in virus-induced cytopathic effect incubated for 24 hrs by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,CHEMBL5233241,Eur J Med Chem,2020,,CHEMBL76,CHLOROQUINE,CHEMBL76,5.48,0,http://www.openphacts.org/units/Nanomolar,3912524,=,1,1,=,,EC50,nM,,3300.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,3.3
,,25004737,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '24.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '24.0'}]",CHEMBL5234336,Antiviral activity against hCoV-229E expressing GFP infected in human Huh-7 cells assessed as reduction in virus-induced cytopathic effect incubated for 24 hrs by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,CHEMBL5233241,Eur J Med Chem,2020,,CHEMBL71,CHLORPROMAZINE,CHEMBL71,5.60,0,http://www.openphacts.org/units/Nanomolar,3912525,=,1,1,=,,EC50,nM,,2500.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,2.5
,,25004738,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '24.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '24.0'}]",CHEMBL5234336,Antiviral activity against hCoV-229E expressing GFP infected in human Huh-7 cells assessed as reduction in virus-induced cytopathic effect incubated for 24 hrs by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,,CHEMBL5233241,Eur J Med Chem,2020,,CHEMBL841,LOPERAMIDE,CHEMBL841,5.40,0,http://www.openphacts.org/units/Nanomolar,3912526,=,1,1,=,,EC50,nM,,4000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,4.0
,,25004739,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '24.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '24.0'}]",CHEMBL5234336,Antiviral activity against hCoV-229E expressing GFP infected in human Huh-7 cells assessed as reduction in virus-induced cytopathic effect incubated for 24 hrs by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,,,CHEMBL5233241,Eur J Med Chem,2020,,CHEMBL729,LOPINAVIR,CHEMBL729,5.18,0,http://www.openphacts.org/units/Nanomolar,3912527,=,1,1,=,,EC50,nM,,6600.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,6.6
,,25004757,[],CHEMBL5234340,Antiviral activity against hCoV-229E,F,,,BAO_0000188,BAO_0000218,organism-based format,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,,,CHEMBL5233241,Eur J Med Chem,2020,,CHEMBL217092,SARACATINIB,CHEMBL217092,5.29,0,http://www.openphacts.org/units/Nanomolar,3912531,=,1,1,=,,EC50,nM,,5100.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,5.1
,,25006328,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5235034,Antiviral activity against hCoV-229E infected in human MRC5 cells incubated for 1 hr by crystal violet staining based plaque assay,F,,,BAO_0000188,BAO_0000218,organism-based format,COC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cc(O[C@@H]4O[C@@H]([C@H](O)CO)CO[C@H]4OC)cc3O[C@@]2(c2ccc(OC)cc2)[C@@H]1c1ccccc1,,,CHEMBL5233256,Eur J Med Chem,2020,,CHEMBL555196,SILVESTROL,CHEMBL555196,8.52,0,http://www.openphacts.org/units/Nanomolar,3913062,=,1,1,=,,EC50,nM,,3.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,nM,UO_0000065,,3.0
,,25006329,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5235034,Antiviral activity against hCoV-229E infected in human MRC5 cells incubated for 1 hr by crystal violet staining based plaque assay,F,,,BAO_0000179,BAO_0000218,organism-based format,COC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cc(O[C@@H]4O[C@@H]([C@H](O)CO)CO[C@H]4OC)cc3O[C@@]2(c2ccc(OC)cc2)[C@@H]1c1ccccc1,,,CHEMBL5233256,Eur J Med Chem,2020,,CHEMBL555196,SILVESTROL,CHEMBL555196,,0,http://www.openphacts.org/units/Nanomolar,3913062,=,1,0,=,,EC90,nM,,12.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC90,nM,UO_0000065,,12.0
,,25080001,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '7.0'}]",CHEMBL5255429,Antiviral activity against HCoV-229E harboring luciferase reporter gene infected in human Huh-7 cells assessed as reduction in viral replication pre-incubated for 1 hrs followed by replacement with fresh media for 6 hrs by renilla luciferase based luminometer analysis,F,,,BAO_0000190,BAO_0000218,organism-based format,C=C(C=O)[C@H]1CC=C2[C@H](OC(=O)/C(C)=C/CCCCCCC)CC[C@H](C(=O)O)[C@@]2(C)C1,,,CHEMBL5252608,J Nat Prod,2023,,CHEMBL5278230,,CHEMBL5278230,4.74,0,http://www.openphacts.org/units/Nanomolar,3931546,=,1,1,=,,IC50,nM,,18100.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,18.1
,,25098737,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,Cl.O=c1oc2ccccc2c(Cl)c1-c1nc2cc(C3=NCCN3)ccc2[nH]1,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5274445,,CHEMBL5316024,,0,http://www.openphacts.org/units/Nanomolar,3935875,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098738,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,Cl.O=c1oc2ccccc2c(Cl)c1-c1nc2cc(C3=NCCCN3)ccc2[nH]1,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5286680,,CHEMBL5315450,,0,http://www.openphacts.org/units/Nanomolar,3935876,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098739,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,Cl.O=c1oc2ccc(Br)cc2c(Cl)c1-c1nc2cc(C3=NCCN3)ccc2[nH]1,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5287724,,CHEMBL5315502,,0,http://www.openphacts.org/units/Nanomolar,3935877,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098740,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,Cl.O=c1oc2ccc(Br)cc2c(Cl)c1-c1nc2cc(C3=NCCCN3)ccc2[nH]1,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5271525,,CHEMBL5315192,,0,http://www.openphacts.org/units/Nanomolar,3935871,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098741,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,Cc1ccc2oc(=O)c(-c3nc4cc(C5=NCCN5)ccc4[nH]3)c(Cl)c2c1.Cl,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5266539,,CHEMBL5315529,,0,http://www.openphacts.org/units/Nanomolar,3935878,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098742,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,Cc1ccc2oc(=O)c(-c3nc4cc(C5=NCCCN5)ccc4[nH]3)c(Cl)c2c1.Cl,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5274153,,CHEMBL5316050,,0,http://www.openphacts.org/units/Nanomolar,3935879,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098743,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CCN(CC)c1ccc2cc(-c3nc4cc(C5=NCCN5)ccc4[nH]3)c(=O)oc2c1.Cl,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5284601,,CHEMBL5315414,,0,http://www.openphacts.org/units/Nanomolar,3935872,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098744,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CCN(CC)c1ccc2cc(-c3nc4cc(C5=NCCCN5)ccc4[nH]3)c(=O)oc2c1.Cl,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5273678,,CHEMBL5315323,,0,http://www.openphacts.org/units/Nanomolar,3935873,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098745,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CCN(CC)c1ccc2cc(-c3nc4ccc(C5=NCCN5)cc4s3)c(=O)oc2c1.Cl,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5289851,,CHEMBL5316134,,0,http://www.openphacts.org/units/Nanomolar,3935880,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
,,25098746,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CCN(CC)c1ccc2cc(-c3nc4ccc(C5=NCCCN5)cc4s3)c(=O)oc2c1.Cl,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL5276739,,CHEMBL5315837,4.48,0,http://www.openphacts.org/units/Nanomolar,3935874,=,1,1,=,,EC50,nM,,33000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,33.0
,,25098747,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL4065616,REMDESIVIR,CHEMBL4065616,7.22,0,http://www.openphacts.org/units/Nanomolar,3935884,=,1,1,=,,EC50,nM,,60.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.06
,,25098748,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'day', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'day', 'value': '3.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'day', 'standard_value': '7.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'day', 'value': '7.0'}]",CHEMBL5260642,Antiviral activity against HCoV-229E infected in human HEL 299 cells assessed as inhibition of virus-induced cytopathogenic effect incubated for 3 to 7 days by MTS assay,F,,,BAO_0000188,BAO_0000218,organism-based format,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,,CHEMBL5257157,RSC Med Chem,2023,,CHEMBL1643,RIBAVIRIN,CHEMBL1643,4.08,0,http://www.openphacts.org/units/Nanomolar,3935885,=,1,1,=,,EC50,nM,,82600.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,82.6
,,25457411,[],CHEMBL5320542,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as reduction of viral growth,F,,,BAO_0000188,BAO_0000218,organism-based format,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,,,CHEMBL5316353,J Med Chem,2023,,CHEMBL4777223,,CHEMBL4777223,7.05,0,http://www.openphacts.org/units/Nanomolar,3959393,=,1,1,=,,EC50,nM,,90.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.09
,,25457412,[],CHEMBL5320542,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as reduction of viral growth,F,,,BAO_0000188,BAO_0000218,organism-based format,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)cc(C)nc3C)cc12,,,CHEMBL5316353,J Med Chem,2023,,CHEMBL5191060,,CHEMBL5191060,7.32,0,http://www.openphacts.org/units/Nanomolar,3959395,=,1,1,=,,EC50,nM,,48.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.048
,,25457413,[],CHEMBL5320542,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as reduction of viral growth,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,,,CHEMBL5316353,J Med Chem,2023,,CHEMBL4802135,NIRMATRELVIR,CHEMBL4802135,6.72,0,http://www.openphacts.org/units/Nanomolar,3959397,=,1,1,=,,EC50,nM,,190.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,nM,UO_0000065,,190.0
,,25457414,[],CHEMBL5320542,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as reduction of viral growth,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)OCc2ccccc2)C[C@@H]2CCNC2=O)C(C)C)no1,,,CHEMBL5316353,J Med Chem,2023,,CHEMBL1230135,,CHEMBL1230135,6.85,0,http://www.openphacts.org/units/Nanomolar,3959388,=,1,1,=,,IC50,nM,,140.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,0.14
,,25457415,[],CHEMBL5320542,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as reduction of viral growth,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,,,CHEMBL5316353,J Med Chem,2023,,CHEMBL213054,,CHEMBL213054,6.85,0,http://www.openphacts.org/units/Nanomolar,3959389,=,1,1,=,,IC50,nM,,140.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,0.14
,,25516075,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '6.0'}]",CHEMBL5336144,Antiviral activity against hCoV-229E infected in human Huh-7 cells assessed as inhibition of viral growth incubated for 6 hrs by renilla luciferase assay based berthold luminometer,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cccc2nc(CSC(=S)NCc3cccnc3)cn12,,,CHEMBL5335774,Eur J Med Chem,2023,,CHEMBL4590273,,CHEMBL4590273,5.87,0,http://www.openphacts.org/units/Nanomolar,3970309,=,1,1,=,,IC50,nM,,1340.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,1.34
