action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,25516076,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '6.0'}]",CHEMBL5336144,Antiviral activity against hCoV-229E infected in human Huh-7 cells assessed as inhibition of viral growth incubated for 6 hrs by renilla luciferase assay based berthold luminometer,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O,,,CHEMBL5335774,Eur J Med Chem,2023,,CHEMBL2365410,,CHEMBL2365410,7.40,0,http://www.openphacts.org/units/Nanomolar,3970315,=,1,1,=,,IC50,nM,,40.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,0.04
,,25516612,[],CHEMBL5336364,Antiviral activity against HCoV-229E infected in human Huh-7 cells assessed as reduction in viral replication,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)C2(C)C,,,CHEMBL5335779,Eur J Med Chem,2023,,CHEMBL5182995,,CHEMBL5182995,7.89,0,http://www.openphacts.org/units/Nanomolar,3970443,=,1,1,=,,IC50,nM,,13.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,0.013
,,25516613,[],CHEMBL5336364,Antiviral activity against HCoV-229E infected in human Huh-7 cells assessed as reduction in viral replication,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3ccccc3s1)C2(C)C,,,CHEMBL5335779,Eur J Med Chem,2023,,CHEMBL5185801,,CHEMBL5185801,7.62,0,http://www.openphacts.org/units/Nanomolar,3970444,=,1,1,=,,IC50,nM,,24.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,IC50,uM,UO_0000065,,0.024
,,25520783,[],CHEMBL5337237,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as inhibition of viral growth,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)C[C@@H](O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,,,CHEMBL5335805,J Med Chem,2024,,CHEMBL5430978,,CHEMBL5430978,7.60,0,http://www.openphacts.org/units/Nanomolar,3971218,=,1,1,=,,EC50,nM,,25.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,nM,UO_0000065,,25.0
,,25520784,[],CHEMBL5337237,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as inhibition of viral growth,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,,,CHEMBL5335805,J Med Chem,2024,,CHEMBL4802135,NIRMATRELVIR,CHEMBL4802135,6.45,0,http://www.openphacts.org/units/Nanomolar,3971219,=,1,1,=,,EC50,nM,,353.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,nM,UO_0000065,,353.0
,,25520785,[],CHEMBL5337237,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as inhibition of viral growth,F,,,BAO_0000179,BAO_0000218,organism-based format,CC(C)C[C@@H](O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,,,CHEMBL5335805,J Med Chem,2024,,CHEMBL5430978,,CHEMBL5430978,,0,http://www.openphacts.org/units/Nanomolar,3971218,=,1,0,=,,EC90,nM,,146.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC90,nM,UO_0000065,,146.0
,,25520786,[],CHEMBL5337237,Antiviral activity against HCoV-229E infected in human MRC5 cells assessed as inhibition of viral growth,F,,,BAO_0000179,BAO_0000218,organism-based format,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,,,CHEMBL5335805,J Med Chem,2024,,CHEMBL4802135,NIRMATRELVIR,CHEMBL4802135,,0,http://www.openphacts.org/units/Nanomolar,3971219,=,1,0,=,,EC90,nM,,798.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC90,nM,UO_0000065,,798.0
,,25619104,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '74.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '74.0'}]",CHEMBL5363163,Antiviral activity against HCoV229E infected in BEAS-2B cells preincubated for 2 hrs followed by viral removal and measured after 72 hrs by MTT assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL3559293,,CHEMBL3559293,6.92,0,http://www.openphacts.org/units/Nanomolar,3990587,=,1,1,=,,EC50,nM,,120.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.12
,,25619105,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '74.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '74.0'}]",CHEMBL5363163,Antiviral activity against HCoV229E infected in BEAS-2B cells preincubated for 2 hrs followed by viral removal and measured after 72 hrs by MTT assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL5405842,,CHEMBL5405842,5.64,0,http://www.openphacts.org/units/Nanomolar,3990588,=,1,1,=,,EC50,nM,,2300.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,2.3
,,25619106,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '74.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '74.0'}]",CHEMBL5363163,Antiviral activity against HCoV229E infected in BEAS-2B cells preincubated for 2 hrs followed by viral removal and measured after 72 hrs by MTT assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL5438782,,CHEMBL5438782,,0,http://www.openphacts.org/units/Nanomolar,3990589,>,1,1,>,,EC50,nM,,17900.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,17.9
,,25619107,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '74.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '74.0'}]",CHEMBL5363163,Antiviral activity against HCoV229E infected in BEAS-2B cells preincubated for 2 hrs followed by viral removal and measured after 72 hrs by MTT assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CO[C@H]1C[C@@H](C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C1,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL5409350,,CHEMBL5409350,,0,http://www.openphacts.org/units/Nanomolar,3990591,>,1,1,>,,EC50,nM,,3600.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,3.6
,,25619108,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '74.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '74.0'}]",CHEMBL5363163,Antiviral activity against HCoV229E infected in BEAS-2B cells preincubated for 2 hrs followed by viral removal and measured after 72 hrs by MTT assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](OC(C)(C)C)C[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL5402990,,CHEMBL5402990,,0,http://www.openphacts.org/units/Nanomolar,3990594,>,1,1,>,,EC50,nM,,48200.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,48.2
,,25619109,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '74.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '74.0'}]",CHEMBL5363163,Antiviral activity against HCoV229E infected in BEAS-2B cells preincubated for 2 hrs followed by viral removal and measured after 72 hrs by MTT assay,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL5395225,,CHEMBL5395225,6.62,0,http://www.openphacts.org/units/Nanomolar,3990595,=,1,1,=,,EC50,nM,,240.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.24
,,25619144,[],CHEMBL5363169,Antiviral activity against HCoV229E,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL3559293,,CHEMBL3559293,6.92,0,http://www.openphacts.org/units/Nanomolar,3990587,=,1,1,=,,EC50,nM,,120.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.12
,,25619145,[],CHEMBL5363169,Antiviral activity against HCoV229E,F,,,BAO_0000188,BAO_0000218,organism-based format,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,,,CHEMBL5360575,Eur J Med Chem,2023,,CHEMBL4802135,NIRMATRELVIR,CHEMBL4802135,6.72,0,http://www.openphacts.org/units/Nanomolar,3990598,=,1,1,=,,EC50,nM,,190.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,0.19
,,25684570,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '72.0', 'text_value': None, 'type': 'TIME', 'units': 'day', 'value': '3.0'}]",CHEMBL5380536,Antiviral activity against HCoV-229E infected in human MRC5 cells incubated for 3 days measured by crystal violet staining based plaque counting analysis,F,,,BAO_0000188,BAO_0000218,organism-based format,COc1cc(CC(=O)Nc2nc(C)c(-c3ccc(OC)c(NS(=O)(=O)c4ccccc4)c3)s2)cc(OC)c1,,,CHEMBL5376018,RSC Med Chem,2024,,CHEMBL5432195,,CHEMBL5432195,,0,http://www.openphacts.org/units/Nanomolar,4002741,>,1,1,>,,EC50,nM,,5800.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,5.8
,,25684571,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '72.0', 'text_value': None, 'type': 'TIME', 'units': 'day', 'value': '3.0'}]",CHEMBL5380537,Antiviral activity against HCoV-NL63 infected in rhesus macaque LLC-MK2 cells incubated for 3 days measured by crystal violet staining based plaque counting analysis,F,,,BAO_0000188,BAO_0000218,organism-based format,COc1cc(CC(=O)Nc2nc(C)c(-c3ccc(OC)c(NS(=O)(=O)c4ccccc4)c3)s2)cc(OC)c1,,,CHEMBL5376018,RSC Med Chem,2024,,CHEMBL5432195,,CHEMBL5432195,,0,http://www.openphacts.org/units/Nanomolar,4002741,>,1,1,>,,EC50,nM,,100000.0,CHEMBL613837,Human coronavirus 229E,Human coronavirus 229E,11137,,,EC50,uM,UO_0000065,,100.0
